Streptococcus_iniae | número de entradas: 9 | date: 2023-05-03 10:47:10.212094
GCF_003589945.1 SAMN10067963
GCF_003589905.1 SAMN10067964
GCF_002787125.1 SAMN07962172
GCF_002220115.1 SAMN06909305
GCF_001885145.1 SAMN05967356
GCF_000403625.1 SAMN02603405
GCF_000831485.1 SAMN03286870
GCA_000648555.1 SAMN02728459
GCA_000648525.1 SAMN02726853
