Edwardsiella_ictaluri | número de entradas: 12 | date: 2023-05-03 10:42:00.578060
GCF_029634055.1 SAMN25655561
GCF_029634015.1 SAMN25655495
GCF_029633985.1 SAMN25655900
GCF_003058405.2 SAMN08930763
GCF_025665395.1 SAMN30966625
GCF_025665375.1 SAMN30966624
GCF_003074995.2 SAMN08930813
GCF_016070975.1 SAMN12905448
GCF_016070795.1 SAMN12905447
GCF_003054425.1 SAMN08906337
GCF_002076875.1 SAMN06637964
GCF_000022885.2 SAMN02603942
