Treponema_pallidum | número de entradas: 13 | date: 2023-05-03 10:47:30.334218
GCF_029866725.1 SAMN26521574
GCF_029866705.1 SAMN26521572
GCF_029866585.1 SAMN26521550
GCF_029866565.1 SAMN26521568
GCF_023016445.1 SAMN27502669
GCF_023016425.1 SAMN27502670
GCF_023016405.1 SAMN27502671
GCF_023016385.1 SAMN27502668
GCF_023016365.1 SAMN27502672
GCF_023016345.1 SAMN27502673
GCF_005885795.1 SAMN11812273
GCF_000604125.1 SAMN03081438
GCF_000008605.1 SAMN02604348
